sample_name,medical_term,matched_text,plain_language_explanation,occurrence_count_in_document,example_sentence
Discharge Summary - 9,heart failure,heart failure,The heart struggles to pump blood effectively in heart failure.,2,"Congestive heart failure exacerbation.,3."
Discharge Summary - Hemodialysis,heart failure,heart failure,The heart struggles to pump blood effectively in heart failure.,1,"Congestive heart failure with ejection fraction of approximately 30%.,6."
Lap Chole - Discharge Summary,heart failure,heart failure,The heart struggles to pump blood effectively in heart failure.,1,"Congestive heart failure.,7."
Multiple Medical Problems - Discharge Summary,heart failure,heart failure,The heart struggles to pump blood effectively in heart failure.,2,"Congestive heart failure.,6."
ORIF - Discharge Summary,heart failure,heart failure,The heart struggles to pump blood effectively in heart failure.,1,"X and to Internal Medicine for management of multiple medical problems including hypothyroid, diabetes mellitus type 2, bronchitis, and congestive heart failure.,HOSPITAL COURSE: , The patient was admitted and consented for operation, and taken to the operating room for open reduction and internal fixation of right Schatzker III tibial plateau fracture and partial medial meniscectomy performed without incidence."
Renal Disease - Discharge Summary,heart failure,heart failure,The heart struggles to pump blood effectively in heart failure.,3,"Congestive heart failure.,4."
BRCA-2 mutation,heart murmur,heart murmur,A heart murmur is a weird sound that your doctor can hear when they listen to your heart.,1,No heart murmur.
Bronchiolitis - Discharge Summary,heart murmur,heart murmur,A heart murmur is a weird sound that your doctor can hear when they listen to your heart.,2,"Innocent heart murmur, stable.,HOSPITAL COURSE: , The patient was admitted for an acute onset of congestion."
Mullerian Adenosarcoma,heart murmur,heart murmur,A heart murmur is a weird sound that your doctor can hear when they listen to your heart.,1,"There is no heart murmur.,ABDOMEN: Nontender.,PELVIC: There is a large mass in the vagina."
Cardio/Pulmo Discharge Summary,heart rate,heart rate,A heart rate shows how quickly or slowly your heart is beating.,1,"On the day of discharge, the patient had minimal basilar rales; his chest also showed minimal expiratory wheezes; he had no edema; his heart rate was regular; his abdomen was soft; and his neck veins were not distended."
Death Summary,heart rate,heart rate,A heart rate shows how quickly or slowly your heart is beating.,1,The patient's heart rate was controlled with IV Cardizem.
Death Summary - 2,heart rate,heart rate,A heart rate shows how quickly or slowly your heart is beating.,1,"So, she was brought to the emergency room, where she was found to have rapid heart rate with a sinus tachycardia around 112 to 130s."
Discharge Summary - 18,heart rate,heart rate,A heart rate shows how quickly or slowly your heart is beating.,1,"Her blood pressure was 140/82, heart rate 83, oxygen saturation was 100%."
Discharge Summary - 3,heart rate,heart rate,A heart rate shows how quickly or slowly your heart is beating.,1,Her heart rate was controlled and was maintained in the 60s-70s.
Discharge Summary - 6,heart rate,heart rate,A heart rate shows how quickly or slowly your heart is beating.,1,"He was stable for discharge home on MM/DD/YYYY with instructions to take Plavix daily for one month and Urology is aware of the same.,DISCHARGE EXAM:,VITAL SIGNS: Temperature 97.4, heart rate 68, respirations 18, blood pressure 133/70.,HEART: Regular rate and rhythm.,LUNGS: Clear to auscultation.,ABDOMEN: Obese, soft, nontender."
Discharge Summary - Hemodialysis,heart rate,heart rate,A heart rate shows how quickly or slowly your heart is beating.,1,"His blood pressure on discharge was 126/63, heart rate is 80, respiratory rate of 20 and temperature was 98.3."
Discharge Summary - Respiratory Failure,heart rate,heart rate,A heart rate shows how quickly or slowly your heart is beating.,1,"The patient will need a sleep study, which the nursing home will be able to set up.,PHYSICAL EXAMINATION:,VITAL SIGNS: On the day of discharge, heart rate 99, respiratory rate 20, blood pressure 102/59, temperature 98.2, O2 sat 97%.,GENERAL: A well-developed white male who appears in no apparent distress.,HEENT: Unremarkable.,CARDIOVASCULAR: Positive S1, S2 without murmur, rubs, or gallops.,LUNGS: Clear to auscultation bilaterally without wheezes or crackles.,ABDOMEN: Positive for bowel sounds."
ESRD - Discharge Summary,heart rate,heart rate,A heart rate shows how quickly or slowly your heart is beating.,1,"End-stage renal disease.,PAST SURGICAL HISTORY: , Coronary artery bypass graft x5 in 1995 and cadaveric renal transplant in 1996.,SOCIAL HISTORY: ,The patient denies tobacco or ethanol use.,FAMILY HISTORY:, Hypertension.,PHYSICAL EXAMINATION: ,GENERAL: The patient was alert and oriented x3 in no acute distress, healthy-appearing male.,VITAL SIGNS: Temperature 96.6, blood pressure 166/106, heart rate 83, respiratory rate 18, and saturations 96% on room air.,CARDIOVASCULAR: Regular rate and rhythm.,PULMONARY: Clear to auscultation bilaterally.,ABDOMEN: Soft, nontender, and nondistended with positive bowel sounds.,EXTREMITIES: No clubbing, cyanosis, or edema.,PERTINENT LABORATORY DATA: , White blood cell count 6.4, hematocrit 34.6, and platelet count 182."
Hip Surgery - Discharge Summar,heart rate,heart rate,A heart rate shows how quickly or slowly your heart is beating.,1,"First day of her last menstrual cycle was 08/23/207 and she reports that she is most likely not pregnant since her husband had a vasectomy years ago.,PHYSICAL EXAMINATION:,VITAL SIGNS: At the time of admission, temperature 97.7, blood pressure 108/52, heart rate 94, respirations 18, and 95% O2 saturation on room air.,GENERAL: No acute distress at the time of exam.,HEENT: Normocephalic."
Mastoiditis - Discharge Summary,heart rate,heart rate,A heart rate shows how quickly or slowly your heart is beating.,1,"well.,DISCHARGE PHYSICAL EXAMINATION:,GENERAL: The patient is alert, in no respiratory distress.,VITAL SIGNS: His temperature is 97.6, heart rate 83, blood pressure 105/57, respiratory rate 16 on room air.,HEENT: Right ear shows no redness."
Discharge Summary - 19,heart rhythm,heart rhythm,The way your heart beats in a pattern.,1,"The patient has right hip brace/immobilizer.,HEART: Irregularly irregular heart rhythm, grade 2-3/6 systolic ejection murmur best heard over the aortic area and normal S1 and S2.,CHEST: Auscultation revealed bibasilar crackles.,ABDOMEN: Soft, nontender, no organomegaly and bowel sounds are present.,CNS: Nonfocal.,LABORATORY STUDIES: , WBC 6.5, hemoglobin 12.5, hematocrit 38.9, platelet count 177,000, INR 1.2, sodium 141, potassium 3.6 and serum creatinine of 0.8."
Back Pain - Discharge Summary,heent,HEENT,"A medical check-up that includes examining the head, eyes, ears, nose, and throat.",1,"The patient weighs 260 pounds and is 5 feet and 10 inches tall by his report.,GENERAL: The patient appears to be comfortable, in no acute distress.,HEENT: Normocephalic."
Bronchiolitis - Discharge Summary,heent,HEENT,"A medical check-up that includes examining the head, eyes, ears, nose, and throat.",1,"Vital signs were stable within normal limits on room air.,GENERAL: She is sleeping and in no acute distress.,HEENT: Her anterior fontanelle was soft and flat."
Discharge Summary - 16,heent,HEENT,"A medical check-up that includes examining the head, eyes, ears, nose, and throat.",2,HEENT: There was some nasal discharge.
Discharge Summary - 19,heent,HEENT,"A medical check-up that includes examining the head, eyes, ears, nose, and throat.",1,"She is alert and oriented x3.,HEENT: No carotid bruits, JVD, lymphadenopathy or thyromegaly."
Discharge Summary - Migraine,heent,HEENT,"A medical check-up that includes examining the head, eyes, ears, nose, and throat.",1,HEENT: Pupils were equal and respond to light and accommodation bilaterally.
Discharge Summary - Respiratory Distress,heent,HEENT,"A medical check-up that includes examining the head, eyes, ears, nose, and throat.",1,"In the morning, he still had some bilateral wheezing, but no tachypnea.,DISCHARGE PHYSICAL EXAMINATION: , ,GENERAL: No acute distress, running around the room.,HEENT: Oropharynx moist and clear.,NECK: Supple without lymphadenopathy, thyromegaly or masses.,CHEST: Bilateral basilar wheezing."
Discharge Summary - Respiratory Failure,heent,HEENT,"A medical check-up that includes examining the head, eyes, ears, nose, and throat.",1,"The patient will need a sleep study, which the nursing home will be able to set up.,PHYSICAL EXAMINATION:,VITAL SIGNS: On the day of discharge, heart rate 99, respiratory rate 20, blood pressure 102/59, temperature 98.2, O2 sat 97%.,GENERAL: A well-developed white male who appears in no apparent distress.,HEENT: Unremarkable.,CARDIOVASCULAR: Positive S1, S2 without murmur, rubs, or gallops.,LUNGS: Clear to auscultation bilaterally without wheezes or crackles.,ABDOMEN: Positive for bowel sounds."
Discharge Summary - Urology & Nephrology,heent,HEENT,"A medical check-up that includes examining the head, eyes, ears, nose, and throat.",1,"He also has history of being a 34-week preemie twin.,ALLERGIES: , No known allergies.,FAMILY HISTORY: , Unremarkable without any bleeding or anesthetic problems.,SOCIAL HISTORY: , The patient lives at home with his parents, 2 brothers, and a sister.,IMMUNIZATIONS:, Up-to-date.,MEDICATIONS: , On admission was Macrodantin, hydralazine, and enalapril.,PHYSICAL EXAMINATION:,GENERAL: The patient is an active little boy.,HEENT: The head and neck exam was grossly normal."
Falls - Discharge Summary,heent,HEENT,"A medical check-up that includes examining the head, eyes, ears, nose, and throat.",1,"The patient denied SI or HI.,PHYSICAL EXAMINATION:,GENERAL: The patient is pleasant 82-year-old female in no acute distress.,VITAL SIGNS: Stable.,HEENT: Negative.,NECK: Supple."
GI Bleed - Discharge Summary,heent,HEENT,"A medical check-up that includes examining the head, eyes, ears, nose, and throat.",1,"The patient was admitted to ABCD for further evaluation.,PAST MEDICAL HISTORY: ,Significant for atrial fibrillation, hypertension, osteoarthritis of the knees, hypercholesterolemia, non-insulin-dependent diabetes mellitus, asthma, and hypothyroidism.,PHYSICAL EXAMINATION:,GENERAL: The patient is in no acute distress.,VITAL SIGNS: Stable.,HEENT: Benign.,NECK: Supple."
Goldenhar Syndrome - Discharge Summary,heent,HEENT,"A medical check-up that includes examining the head, eyes, ears, nose, and throat.",1,"Her left side of the face is deformed with microglia present, micrognathia present, and a moderate amount of torticollis.,VITAL SIGNS: Presently, her temperature is 98, pulse 152, respirations 36, weight is 3.98 kg, pulse oximetry on room air is 95%.,HEENT: Head is with anterior fontanelle open."
Hip Surgery - Discharge Summar,heent,HEENT,"A medical check-up that includes examining the head, eyes, ears, nose, and throat.",1,"First day of her last menstrual cycle was 08/23/207 and she reports that she is most likely not pregnant since her husband had a vasectomy years ago.,PHYSICAL EXAMINATION:,VITAL SIGNS: At the time of admission, temperature 97.7, blood pressure 108/52, heart rate 94, respirations 18, and 95% O2 saturation on room air.,GENERAL: No acute distress at the time of exam.,HEENT: Normocephalic."
Knee Osteoarthrosis - Discharge Summary,heent,HEENT,"A medical check-up that includes examining the head, eyes, ears, nose, and throat.",1,"Examination of her gait reveals she walks without assistive devices.,HEENT: Normocephalic and atraumatic.,CHEST: Clear to auscultation.,CARDIOVASCULAR: Regular rate and rhythm.,ABDOMEN: Soft.,EXTREMITIES: Grossly neurovascularly intact.,HOSPITAL COURSE: , The patient was taken to the operating room (OR) on 03/15/2007."
